,Node,in_degree,out_degree,degree,closeness,betweeness,ntweets,nretweets,nfollowers,tweet_type,virality,degree_category,Hashtag,ttweets
8301,Copines_bigwinx,1,0,1,0.00022593764121102577,0.0,0.0,2.0,65,retweeter,0.0,5,#BoredApeYatch,2.0
8302,December27JM,1,0,1,0.00022593764121102577,0.0,0.0,1.0,24,retweeter,0.0,5,#BoredApeYatch,1.0
8303,DanielBlocker,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
8304,DanielLiod,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
8305,DanielS70468840,0,0,0,0.0,0.0,1.0,1.0,783,Tweeter,0.0,5,#BoredApeYatch,2.0
8306,DanielaAltern,1,0,1,0.00022593764121102577,0.0,0.0,1.0,60,retweeter,0.0,5,#BoredApeYatch,1.0
8307,DapetUangKaget,1,0,1,0.00022593764121102577,0.0,0.0,1.0,70,retweeter,0.0,5,#BoredApeYatch,1.0
8308,Daphne3544,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8309,DarsiniWow,1,0,1,0.00022593764121102577,0.0,0.0,1.0,321,retweeter,0.0,5,#BoredApeYatch,1.0
8310,DaterionBills,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8311,Daytonnnnnn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
8312,DeCdjatziri,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8313,DeFiDegenPR,1,0,1,0.00022593764121102577,0.0,0.0,1.0,73,retweeter,0.0,5,#BoredApeYatch,1.0
8314,DeFi_1luv,1,0,1,0.00022593764121102577,0.0,0.0,1.0,232,retweeter,0.0,5,#BoredApeYatch,1.0
8315,DeJudyline2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,42,retweeter,0.0,5,#BoredApeYatch,1.0
8316,Deborah_lynn_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8317,DeeezDeeezbeats,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8318,DaintyDoug,1,0,1,0.00022593764121102577,0.0,0.0,1.0,25,retweeter,0.0,5,#BoredApeYatch,1.0
8319,Deezyslim1985,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8320,DefiKingNaaS,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2440,retweeter,0.0,5,#BoredApeYatch,1.0
8321,Dehoky_cityx12,1,0,1,0.00022593764121102577,0.0,0.0,1.0,510,retweeter,0.0,5,#BoredApeYatch,1.0
8322,Deinkaaa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,169,retweeter,0.0,5,#BoredApeYatch,1.0
8323,Dejabo0o52508,1,0,1,0.00022593764121102577,0.0,0.0,1.0,525,retweeter,0.0,5,#BoredApeYatch,1.0
8324,Denise_6182,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8325,Denisek45732140,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1215,retweeter,0.0,5,#BoredApeYatch,1.0
8326,Derek_Salazar07,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8327,Derya4285,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8328,DesbeckB,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8329,Devi_imouto,1,0,1,0.00022593764121102577,0.0,0.0,1.0,445,retweeter,0.0,5,#BoredApeYatch,1.0
8330,Dewiputewasi,1,0,1,0.00022593764121102577,0.0,0.0,1.0,124,retweeter,0.0,5,#BoredApeYatch,1.0
8331,Deysgts,1,0,1,0.00022593764121102577,0.0,0.0,2.0,24,retweeter,0.0,5,#BoredApeYatch,2.0
8332,Dhiie_BIGWIN,1,0,1,0.00022593764121102577,0.0,0.0,1.0,711,retweeter,0.0,5,#BoredApeYatch,1.0
8333,DamianIbarras1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8334,DaesungOh,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8335,Dick6691,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8336,Cryptocashboy,1,0,1,0.00022593764121102577,0.0,0.0,2.0,32,retweeter,0.0,5,#BoredApeYatch,2.0
8337,CqueeneFox,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8338,Cr1ptoWorld,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3063,retweeter,0.0,5,#BoredApeYatch,1.0
8339,Cr7Qucik,1,0,1,0.00022593764121102577,0.0,0.0,1.0,17,retweeter,0.0,5,#BoredApeYatch,1.0
8340,CrazyArtsPets,1,0,1,0.00022593764121102577,0.0,0.0,1.0,187,retweeter,0.0,5,#BoredApeYatch,1.0
8341,Cristia62112074,1,0,1,0.00022593764121102577,0.0,0.0,1.0,38,retweeter,0.0,5,#BoredApeYatch,1.0
8342,CrossoverApp,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8343,CrowFucking,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8344,CrptKnight4Ever,1,0,1,0.00022593764121102577,0.0,0.0,1.0,269,retweeter,0.0,5,#BoredApeYatch,1.0
8345,Crypt0Mabel,1,0,1,0.00022593764121102577,0.0,0.0,1.0,10330,retweeter,0.0,5,#BoredApeYatch,1.0
8346,CryptoAnkit7,1,0,1,0.00022593764121102577,0.0,0.0,1.0,160,retweeter,0.0,5,#BoredApeYatch,1.0
8347,CryptoCasiano,1,0,1,0.00022593764121102577,0.0,0.0,1.0,774,retweeter,0.0,5,#BoredApeYatch,1.0
8348,CryptoPoyo,1,0,1,0.00022593764121102577,0.0,0.0,1.0,462,retweeter,0.0,5,#BoredApeYatch,1.0
8349,CryptoT96734521,1,0,1,0.00022593764121102577,0.0,0.0,1.0,229,retweeter,0.0,5,#BoredApeYatch,1.0
8350,Cryptoair16,1,0,1,0.00022593764121102577,0.0,0.0,1.0,155,retweeter,0.0,5,#BoredApeYatch,1.0
8351,Cryptolabi,1,0,1,0.00022593764121102577,0.0,0.0,1.0,34,retweeter,0.0,5,#BoredApeYatch,1.0
8352,D_ROCKS_1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8353,Cryptomen1907,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
8354,Cryptosohail441,1,0,1,0.00022593764121102577,0.0,0.0,1.0,302,retweeter,0.0,5,#BoredApeYatch,1.0
8355,Csar51995484,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8356,Cukup_200dollar,2,0,2,0.00045187528242205153,0.0,0.0,2.0,42,retweeter,0.0,5,#BoredApeYatch,2.0
8357,Curtis70Lloyd,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8358,CuteAmy654,1,0,1,0.00022593764121102577,0.0,0.0,1.0,36,retweeter,0.0,5,#BoredApeYatch,1.0
8359,D0eta,1,0,1,0.00022593764121102577,0.0,0.0,1.0,178,retweeter,0.0,5,#BoredApeYatch,1.0
8360,D1Hiroomi,1,0,1,0.00022593764121102577,0.0,0.0,2.0,99,retweeter,0.0,5,#BoredApeYatch,2.0
8361,DANZW00,1,0,1,0.00022593764121102577,0.0,0.0,1.0,90,retweeter,0.0,5,#BoredApeYatch,1.0
8362,DBLO419,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
8363,DCCHAVEX021,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8364,DKarfik,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8365,DOa_eMak212,1,0,1,0.00022593764121102577,0.0,0.0,1.0,22,retweeter,0.0,5,#BoredApeYatch,1.0
8366,DSubhalingam,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8367,DianCariCuan,1,0,1,0.00022593764121102577,0.0,0.0,2.0,34,retweeter,0.0,5,#BoredApeYatch,2.0
8368,DickyWy002,1,0,1,0.00022593764121102577,0.0,0.0,1.0,59,retweeter,0.0,5,#BoredApeYatch,1.0
8369,Erwan_jayajaya,1,0,1,0.00022593764121102577,0.0,0.0,1.0,24,retweeter,0.0,5,#BoredApeYatch,1.0
8370,Elite_Mblo_300s,1,0,1,0.00022593764121102577,0.0,0.0,1.0,48,retweeter,0.0,5,#BoredApeYatch,1.0
8371,EdrineIvan,1,0,1,0.00022593764121102577,0.0,0.0,1.0,930,retweeter,0.0,5,#BoredApeYatch,1.0
8372,Eduardo24543848,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8373,Edwardz1981,1,0,1,0.00022593764121102577,0.0,0.0,1.0,690,retweeter,0.0,5,#BoredApeYatch,1.0
8374,EenPolo,1,0,1,0.00022593764121102577,0.0,0.0,1.0,50,retweeter,0.0,5,#BoredApeYatch,1.0
8375,Ekacityx18,1,0,1,0.00022593764121102577,0.0,0.0,2.0,464,retweeter,0.0,5,#BoredApeYatch,2.0
8376,ElCapoBigBoy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,39,retweeter,0.0,5,#BoredApeYatch,1.0
8377,ElGrandpa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,13,retweeter,0.0,5,#BoredApeYatch,1.0
8378,ElMenSinName,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8379,ElProfeVegano,1,0,1,0.00022593764121102577,0.0,0.0,1.0,156,retweeter,0.0,5,#BoredApeYatch,1.0
8380,El_professorHST,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2584,retweeter,0.0,5,#BoredApeYatch,1.0
8381,Eldarr97,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8382,ElenaEscobar27,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
8383,ElfiRm72,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8384,Eliassweber,1,0,1,0.00022593764121102577,0.0,0.0,1.0,63,retweeter,0.0,5,#BoredApeYatch,1.0
8385,Ellis756Anthony,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8386,EdEdwinkoma,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
8387,ElshanumRizqy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,683,retweeter,0.0,5,#BoredApeYatch,1.0
8388,ElysaPutriE,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
8389,Emak_bigwin,1,0,1,0.00022593764121102577,0.0,0.0,2.0,53,retweeter,0.0,5,#BoredApeYatch,2.0
8390,Emiska9,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8391,Emmaeeckl,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8392,EmreAyd67199899,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8393,Encin_cetinay,1,0,1,0.00022593764121102577,0.0,0.0,1.0,31,retweeter,0.0,5,#BoredApeYatch,1.0
8394,Engjellush1980,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8395,Enrique93386351,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
8396,Epargyreus,1,0,1,0.00022593764121102577,0.0,0.0,1.0,312,retweeter,0.0,5,#BoredApeYatch,1.0
8397,EricaRambus,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8398,ErikaMarcella,1,0,1,0.00022593764121102577,0.0,0.0,1.0,5,retweeter,0.0,5,#BoredApeYatch,1.0
8399,Ernestoamayagm1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,681,retweeter,0.0,5,#BoredApeYatch,1.0
8400,EroGuroBunny,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8401,EdikPedij,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8402,EbubeOtti,1,0,1,0.00022593764121102577,0.0,0.0,1.0,326,retweeter,0.0,5,#BoredApeYatch,1.0
8403,DiezelTLKS,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
8404,DragonCilik,1,0,1,0.00022593764121102577,0.0,0.0,1.0,932,retweeter,0.0,5,#BoredApeYatch,1.0
8405,Dilshanj1998,1,0,1,0.00022593764121102577,0.0,0.0,1.0,18,retweeter,0.0,5,#BoredApeYatch,1.0
8406,DiorKobe01,1,0,1,0.00022593764121102577,0.0,0.0,1.0,419,retweeter,0.0,5,#BoredApeYatch,1.0
8407,Dodam_AN_2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,23,retweeter,0.0,5,#BoredApeYatch,1.0
8408,Dogangumu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,32,retweeter,0.0,5,#BoredApeYatch,1.0
8409,DolarBuLurah,1,0,1,0.00022593764121102577,0.0,0.0,1.0,40,retweeter,0.0,5,#BoredApeYatch,1.0
8410,DomFullano,1,0,1,0.00022593764121102577,0.0,0.0,1.0,9,retweeter,0.0,5,#BoredApeYatch,1.0
8411,DomiFaSOLdo,1,0,1,0.00022593764121102577,0.0,0.0,1.0,144,retweeter,0.0,5,#BoredApeYatch,1.0
8412,Don2k23,1,0,1,0.00022593764121102577,0.0,0.0,2.0,17,retweeter,0.0,5,#BoredApeYatch,2.0
8413,Dont_Complain_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8414,Doodoo25222,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2524,retweeter,0.0,5,#BoredApeYatch,1.0
8415,DowleySam,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8416,DownyWang1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,25,retweeter,0.0,5,#BoredApeYatch,1.0
8417,Doyokkq,1,0,1,0.00022593764121102577,0.0,0.0,2.0,28,retweeter,0.0,5,#BoredApeYatch,2.0
8418,DrWMitchell,1,0,1,0.00022593764121102577,0.0,0.0,1.0,17,retweeter,0.0,5,#BoredApeYatch,1.0
8419,DreDaPrinc3,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8420,EXO_Penguiniee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,213,retweeter,0.0,5,#BoredApeYatch,1.0
8421,DreOXwin86,1,0,1,0.00022593764121102577,0.0,0.0,1.0,101,retweeter,0.0,5,#BoredApeYatch,1.0
8422,Dritt88,1,0,1,0.00022593764121102577,0.0,0.0,1.0,56,retweeter,0.0,5,#BoredApeYatch,1.0
8423,Dsolarte1985,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8424,DtcEzprOB4kc12r,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8425,DuminWht,1,0,1,0.00022593764121102577,0.0,0.0,1.0,18,retweeter,0.0,5,#BoredApeYatch,1.0
8426,DvLzland,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
8427,Dwiwulandaris1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,282,retweeter,0.0,5,#BoredApeYatch,1.0
8428,Dylan911call,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8429,Dynastic_05,1,0,1,0.00022593764121102577,0.0,0.0,1.0,14,retweeter,0.0,5,#BoredApeYatch,1.0
8430,DzarkM,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8431,EDWINDI03598871,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
8432,EElx24,1,0,1,0.00022593764121102577,0.0,0.0,1.0,261,retweeter,0.0,5,#BoredApeYatch,1.0
8433,EJavie,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
8434,EMARsmile,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
8435,IgorMarunchenko,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8436,IhatSolihat05,1,0,1,0.00022593764121102577,0.0,0.0,1.0,274,retweeter,0.0,5,#BoredApeYatch,1.0
8437,IhateStephenC,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8438,LinRjay,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8439,Leclerc027,1,0,1,0.00022593764121102577,0.0,0.0,1.0,98,retweeter,0.0,5,#BoredApeYatch,1.0
8440,Leeladhar_Siddh,1,0,1,0.00022593764121102577,0.0,0.0,1.0,58,retweeter,0.0,5,#BoredApeYatch,1.0
8441,Leeladher_Siddh,1,0,1,0.00022593764121102577,0.0,0.0,2.0,39,retweeter,0.0,5,#BoredApeYatch,2.0
8442,LeelyBigwinnx7,1,0,1,0.00022593764121102577,0.0,0.0,1.0,73,retweeter,0.0,5,#BoredApeYatch,1.0
8443,LekeOSamuel,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1345,retweeter,0.0,5,#BoredApeYatch,1.0
8444,Lennox113788051,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8445,Leonard42751656,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8446,Leoni1Das,1,0,1,0.00022593764121102577,0.0,0.0,1.0,92,retweeter,0.0,5,#BoredApeYatch,1.0
8447,LhenWinsx_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,296,retweeter,0.0,5,#BoredApeYatch,1.0
8448,LiFeSty87816385,1,0,1,0.00022593764121102577,0.0,0.0,1.0,9,retweeter,0.0,5,#BoredApeYatch,1.0
8449,LieLieBigwin,2,0,2,0.00045187528242205153,0.0,0.0,2.0,77,retweeter,0.0,5,#BoredApeYatch,2.0
8450,Likeisya,1,0,1,0.00022593764121102577,0.0,0.0,1.0,622,retweeter,0.0,5,#BoredApeYatch,1.0
8451,Lili80546543,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8452,Lily_fincher,1,0,1,0.00022593764121102577,0.0,0.0,1.0,13,retweeter,0.0,5,#BoredApeYatch,1.0
8453,LindaDinubilo1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,6,retweeter,0.0,5,#BoredApeYatch,1.0
8454,LebaranBigw1n,2,0,2,0.00045187528242205153,0.0,0.0,3.0,216,retweeter,0.0,5,#BoredApeYatch,3.0
8455,LindsayJanee11,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
8456,Lindsey57623568,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8457,Lismay4nti_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1649,retweeter,0.0,5,#BoredApeYatch,1.0
8458,Livetoie,1,0,1,0.00022593764121102577,0.0,0.0,1.0,121,retweeter,0.0,5,#BoredApeYatch,1.0
8459,Livylalala,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8460,Liz4271,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8461,Lmariee13,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8462,LobatonJess,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8463,Logan_the_man13,1,0,1,0.00022593764121102577,0.0,0.0,1.0,16,retweeter,0.0,5,#BoredApeYatch,1.0
8464,LongPluto2015,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8465,Loren20NFT,1,0,1,0.00022593764121102577,0.0,0.0,1.0,970,retweeter,0.0,5,#BoredApeYatch,1.0
8466,LouKrista,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8467,LoveBang_Garr,1,0,1,0.00022593764121102577,0.0,0.0,1.0,20,retweeter,0.0,5,#BoredApeYatch,1.0
8468,LubukBigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,36,retweeter,0.0,5,#BoredApeYatch,1.0
8469,Lebnani_ETH,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2648,retweeter,0.0,5,#BoredApeYatch,1.0
8470,LeahHodgkiss4,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8471,LuckShotJay,1,0,1,0.00022593764121102577,0.0,0.0,1.0,40,retweeter,0.0,5,#BoredApeYatch,1.0
8472,Kyubee_7,1,0,1,0.00022593764121102577,0.0,0.0,1.0,104,retweeter,0.0,5,#BoredApeYatch,1.0
8473,Koengku,1,0,1,0.00022593764121102577,0.0,0.0,1.0,391,retweeter,0.0,5,#BoredApeYatch,1.0
8474,KonanObito1414,1,0,1,0.00022593764121102577,0.0,0.0,1.0,263,retweeter,0.0,5,#BoredApeYatch,1.0
8475,Kookiel50948368,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
8476,KpelonP,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8477,Kriptonikkss,1,0,1,0.00022593764121102577,0.0,0.0,1.0,48,retweeter,0.0,5,#BoredApeYatch,1.0
8478,Krishanwins2023,1,0,1,0.00022593764121102577,0.0,0.0,1.0,107,retweeter,0.0,5,#BoredApeYatch,1.0
8479,Kristia411_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,343,retweeter,0.0,5,#BoredApeYatch,1.0
8480,KuduSabarBro,1,0,1,0.00022593764121102577,0.0,0.0,1.0,441,retweeter,0.0,5,#BoredApeYatch,1.0
8481,KulaFolk,1,0,1,0.00022593764121102577,0.0,0.0,1.0,140,retweeter,0.0,5,#BoredApeYatch,1.0
8482,Kutakbstanpamu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,206,retweeter,0.0,5,#BoredApeYatch,1.0
8483,KvBTS1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,223,retweeter,0.0,5,#BoredApeYatch,1.0
8484,KviptoPava,1,0,1,0.00022593764121102577,0.0,0.0,1.0,22,retweeter,0.0,5,#BoredApeYatch,1.0
8485,KyleeShea24,1,0,1,0.00022593764121102577,0.0,0.0,1.0,95,retweeter,0.0,5,#BoredApeYatch,1.0
8486,Kynkun9,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8487,LBHS_KPATEL,1,0,1,0.00022593764121102577,0.0,0.0,1.0,18,retweeter,0.0,5,#BoredApeYatch,1.0
8488,Layana_NFT,1,0,1,0.00022593764121102577,0.0,0.0,1.0,446,retweeter,0.0,5,#BoredApeYatch,1.0
8489,LESLEEGEORGE,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
8490,LESYELBABE,1,0,1,0.00022593764121102577,0.0,0.0,1.0,99,retweeter,0.0,5,#BoredApeYatch,1.0
8491,LLeeJiEun_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,662,retweeter,0.0,5,#BoredApeYatch,1.0
8492,LNrlvJnbnXhwKvd,1,0,1,0.00022593764121102577,0.0,0.0,2.0,53,retweeter,0.0,5,#BoredApeYatch,2.0
8493,LOUELL27,1,0,1,0.00022593764121102577,0.0,0.0,1.0,21,retweeter,0.0,5,#BoredApeYatch,1.0
8494,LShawrote,1,0,1,0.00022593764121102577,0.0,0.0,1.0,29,retweeter,0.0,5,#BoredApeYatch,1.0
8495,Lafyupickaw,1,0,1,0.00022593764121102577,0.0,0.0,2.0,240,retweeter,0.0,5,#BoredApeYatch,2.0
8496,LanangJ32373235,1,0,1,0.00022593764121102577,0.0,0.0,2.0,54,retweeter,0.0,5,#BoredApeYatch,2.0
8497,LanceTippett,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8498,LangitCerahWin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,69,retweeter,0.0,5,#BoredApeYatch,1.0
8499,LastBottoms,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8500,LastProjectBand,1,0,1,0.00022593764121102577,0.0,0.0,1.0,10,retweeter,0.0,5,#BoredApeYatch,1.0
8501,Latte_Elon,1,0,1,0.00022593764121102577,0.0,0.0,1.0,142,retweeter,0.0,5,#BoredApeYatch,1.0
8502,LauraBostelaar,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
8503,LuchoRamirezD15,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
8504,LuckyNative88,1,0,1,0.00022593764121102577,0.0,0.0,1.0,6557,retweeter,0.0,5,#BoredApeYatch,1.0
8505,IjoLumu60511608,2,0,2,0.00045187528242205153,0.0,0.0,2.0,26,retweeter,0.0,5,#BoredApeYatch,2.0
8506,Maretaputrii2nn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1042,retweeter,0.0,5,#BoredApeYatch,1.0
8507,MakoOrca,1,0,1,0.00022593764121102577,0.0,0.0,1.0,124,retweeter,0.0,5,#BoredApeYatch,1.0
8508,MamaZaidan1992,1,0,1,0.00022593764121102577,0.0,0.0,1.0,423,retweeter,0.0,5,#BoredApeYatch,1.0
8509,MamiCityx22,1,0,1,0.00022593764121102577,0.0,0.0,1.0,260,retweeter,0.0,5,#BoredApeYatch,1.0
8510,ManMunkeIt,1,0,1,0.00022593764121102577,0.0,0.0,1.0,110,retweeter,0.0,5,#BoredApeYatch,1.0
8511,Man_Wearing_Hat,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
