,Node,in_degree,out_degree,degree,closeness,betweeness,ntweets,nretweets,nfollowers,tweet_type,virality,degree_category,Hashtag,ttweets
6114,jezus_Jewce,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6115,jeehoniee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,300,retweeter,0.0,5,#BoredApeYatch,1.0
6116,jeet_mali,1,0,1,0.00022593764121102577,0.0,0.0,1.0,9,retweeter,0.0,5,#BoredApeYatch,1.0
6117,jeffereycoyote,1,0,1,0.00022593764121102577,0.0,0.0,1.0,42194,retweeter,0.0,5,#BoredApeYatch,1.0
6118,jeffjerome85,1,0,1,0.00022593764121102577,0.0,0.0,1.0,16,retweeter,0.0,5,#BoredApeYatch,1.0
6119,jeffrey82948257,1,0,1,0.00022593764121102577,0.0,0.0,1.0,7,retweeter,0.0,5,#BoredApeYatch,1.0
6120,jeffrey_cheong,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6121,jeffsqtur,1,0,1,0.00022593764121102577,0.0,0.0,1.0,768,retweeter,0.0,5,#BoredApeYatch,1.0
6122,jefftido1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,196,retweeter,0.0,5,#BoredApeYatch,1.0
6123,jeiree_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,487,retweeter,0.0,5,#BoredApeYatch,1.0
6124,jejembullsss,1,0,1,0.00022593764121102577,0.0,0.0,1.0,732,retweeter,0.0,5,#BoredApeYatch,1.0
6125,jejoybiee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,28,retweeter,0.0,5,#BoredApeYatch,1.0
6126,jejuyeju,1,0,1,0.00022593764121102577,0.0,0.0,1.0,41,retweeter,0.0,5,#BoredApeYatch,1.0
6127,jemmpii,1,0,1,0.00022593764121102577,0.0,0.0,1.0,168,retweeter,0.0,5,#BoredApeYatch,1.0
6128,jen123456_jen,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6129,jenbigwinx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,40,retweeter,0.0,5,#BoredApeYatch,1.0
6130,jennierubbieee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,215,retweeter,0.0,5,#BoredApeYatch,1.0
6131,jenniferbrumle2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6132,jenny5120,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6133,jenoLLii,2,0,2,0.00045187528242205153,0.0,0.0,2.0,106,retweeter,0.0,5,#BoredApeYatch,2.0
6134,jenolycious,1,0,1,0.00022593764121102577,0.0,0.0,1.0,94,retweeter,0.0,5,#BoredApeYatch,1.0
6135,jenow1n,2,0,2,0.00045187528242205153,0.0,0.0,2.0,83,retweeter,0.0,5,#BoredApeYatch,2.0
6136,jenowin100X,1,0,1,0.00022593764121102577,0.0,0.0,2.0,40,retweeter,0.0,5,#BoredApeYatch,2.0
6137,jeonai_20,1,0,1,0.00022593764121102577,0.0,0.0,1.0,418,retweeter,0.0,5,#BoredApeYatch,1.0
6138,jeonghanaya,1,0,1,0.00022593764121102577,0.0,0.0,1.0,157,retweeter,0.0,5,#BoredApeYatch,1.0
6139,jeonxjeong,1,0,1,0.00022593764121102577,0.0,0.0,1.0,58,retweeter,0.0,5,#BoredApeYatch,1.0
6140,jeritqn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,47,retweeter,0.0,5,#BoredApeYatch,1.0
6141,jerryboi245,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6142,jesus_nama,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2410,retweeter,0.0,5,#BoredApeYatch,1.0
6143,jethalal_25,1,0,1,0.00022593764121102577,0.0,0.0,1.0,142,retweeter,0.0,5,#BoredApeYatch,1.0
6144,jazzy__014,1,0,1,0.00022593764121102577,0.0,0.0,1.0,139,retweeter,0.0,5,#BoredApeYatch,1.0
6145,jazon19841013,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6146,jazi_debro_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
6147,jakobtilson,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6148,jacksssi_2023,1,0,1,0.00022593764121102577,0.0,0.0,1.0,41,retweeter,0.0,5,#BoredApeYatch,1.0
6149,jadahfarris1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6150,jaehcyeon,1,0,1,0.00022593764121102577,0.0,0.0,1.0,552,retweeter,0.0,5,#BoredApeYatch,1.0
6151,jaejaebeombeom,1,0,1,0.00022593764121102577,0.0,0.0,1.0,99,retweeter,0.0,5,#BoredApeYatch,1.0
6152,jaelixnuna,1,0,1,0.00022593764121102577,0.0,0.0,1.0,92,retweeter,0.0,5,#BoredApeYatch,1.0
6153,jaemcityx13,1,0,1,0.00022593764121102577,0.0,0.0,1.0,72,retweeter,0.0,5,#BoredApeYatch,1.0
6154,jaemcutyx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,385,retweeter,0.0,5,#BoredApeYatch,1.0
6155,jaemzcty,1,0,1,0.00022593764121102577,0.0,0.0,1.0,52,retweeter,0.0,5,#BoredApeYatch,1.0
6156,jaeyeongv,1,0,1,0.00022593764121102577,0.0,0.0,1.0,204,retweeter,0.0,5,#BoredApeYatch,1.0
6157,jaeyuniiverse,1,0,1,0.00022593764121102577,0.0,0.0,1.0,314,retweeter,0.0,5,#BoredApeYatch,1.0
6158,jagvng,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1138,retweeter,0.0,5,#BoredApeYatch,1.0
6159,jajaharias,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6160,jakeluxyone_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,539,retweeter,0.0,5,#BoredApeYatch,1.0
6161,jamalAhmedChaud,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
6162,jaywoncutieeeee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,44,retweeter,0.0,5,#BoredApeYatch,1.0
6163,jamir_aoti,1,0,1,0.00022593764121102577,0.0,0.0,2.0,23,retweeter,0.0,5,#BoredApeYatch,2.0
6164,janandriesnel1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6165,jancityx,1,0,1,0.00022593764121102577,0.0,0.0,2.0,806,retweeter,0.0,5,#BoredApeYatch,2.0
6166,jand57,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6167,janedoe98862764,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6168,janet24691,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6169,janivohmacquilh,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6170,jarbyrbm,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6171,jasonj728,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
6172,jatuh1bangun,1,0,1,0.00022593764121102577,0.0,0.0,1.0,48,retweeter,0.0,5,#BoredApeYatch,1.0
6173,javi_75431,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6174,jay1978tan,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1822,retweeter,0.0,5,#BoredApeYatch,1.0
6175,jay52332024,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6176,jeurys,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
6177,jfspremo,1,0,1,0.00022593764121102577,0.0,0.0,1.0,77,retweeter,0.0,5,#BoredApeYatch,1.0
6178,jump110wwdwwd,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6179,jgp21462382,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6180,joejoedajoe,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6181,johnvicente26,1,0,1,0.00022593764121102577,0.0,0.0,1.0,108,retweeter,0.0,5,#BoredApeYatch,1.0
6182,johnwickednft,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1233,retweeter,0.0,5,#BoredApeYatch,1.0
6183,jojopishi3,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6184,jonnydaplugeth,1,0,1,0.00022593764121102577,0.0,0.0,1.0,5071,retweeter,0.0,5,#BoredApeYatch,1.0
6185,joosoumi,1,0,1,0.00022593764121102577,0.0,0.0,1.0,148,retweeter,0.0,5,#BoredApeYatch,1.0
6186,jopbigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,236,retweeter,0.0,5,#BoredApeYatch,1.0
6187,jordiamartinez1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6188,joseluisbarse81,1,0,1,0.00022593764121102577,0.0,0.0,1.0,3,retweeter,0.0,5,#BoredApeYatch,1.0
6189,kinsey1344,1,0,1,0.00022593764121102577,0.0,0.0,1.0,35,retweeter,0.0,5,#BoredApeYatch,1.0
6190,josevillalaz2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6191,joshua902002,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6192,joshuaendersby,1,0,1,0.00022593764121102577,0.0,0.0,1.0,8,retweeter,0.0,5,#BoredApeYatch,1.0
6193,jowable06,1,0,1,0.00022593764121102577,0.0,0.0,1.0,18,retweeter,0.0,5,#BoredApeYatch,1.0
6194,joyrfui,1,0,1,0.00022593764121102577,0.0,0.0,2.0,1849,retweeter,0.0,5,#BoredApeYatch,2.0
6195,jr2rang,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6196,jrubyyjane16,1,0,1,0.00022593764121102577,0.0,0.0,1.0,104,retweeter,0.0,5,#BoredApeYatch,1.0
6197,jsjdhxd,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6198,jslpodius,1,0,1,0.00022593764121102577,0.0,0.0,1.0,164,retweeter,0.0,5,#BoredApeYatch,1.0
6199,jstrzky,1,0,1,0.00022593764121102577,0.0,0.0,1.0,348,retweeter,0.0,5,#BoredApeYatch,1.0
6200,juan_cot,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6201,juan_da_don,1,0,1,0.00022593764121102577,0.0,0.0,1.0,34,retweeter,0.0,5,#BoredApeYatch,1.0
6202,jubaedahwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4250,retweeter,0.0,5,#BoredApeYatch,1.0
6203,jude_olufemi,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
6204,jue_rain7ncityx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,171,retweeter,0.0,5,#BoredApeYatch,1.0
6205,juliahokiwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,23,retweeter,0.0,5,#BoredApeYatch,1.0
6206,julial6464,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6207,julietamart28,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6208,jummon37,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6209,jodasquebrada1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
6210,jocy_hendrix17,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
6211,joaquinpaso,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
6212,jjdoank,1,0,1,0.00022593764121102577,0.0,0.0,1.0,30,retweeter,0.0,5,#BoredApeYatch,1.0
6213,jhajaleh_win,1,0,1,0.00022593764121102577,0.0,0.0,1.0,20,retweeter,0.0,5,#BoredApeYatch,1.0
6214,jhnwins,2,0,2,0.00045187528242205153,0.0,0.0,3.0,189,retweeter,0.0,5,#BoredApeYatch,3.0
6215,jhope_218_,1,0,1,0.00022593764121102577,0.0,0.0,2.0,167,retweeter,0.0,5,#BoredApeYatch,2.0
6216,jihanicornhoki,1,0,1,0.00022593764121102577,0.0,0.0,1.0,27,retweeter,0.0,5,#BoredApeYatch,1.0
6217,jihanicornwin88,1,0,1,0.00022593764121102577,0.0,0.0,1.0,85,retweeter,0.0,5,#BoredApeYatch,1.0
6218,jiimschitacityx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,272,retweeter,0.0,5,#BoredApeYatch,1.0
6219,jikooktaa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,408,retweeter,0.0,5,#BoredApeYatch,1.0
6220,jiovannietolen1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6221,jisoochuz,1,0,1,0.00022593764121102577,0.0,0.0,1.0,69,retweeter,0.0,5,#BoredApeYatch,1.0
6222,jisoorabb_it,1,0,1,0.00022593764121102577,0.0,0.0,1.0,189,retweeter,0.0,5,#BoredApeYatch,1.0
6223,jisunglucky,1,0,1,0.00022593764121102577,0.0,0.0,1.0,268,retweeter,0.0,5,#BoredApeYatch,1.0
6224,jiyoumei_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,102,retweeter,0.0,5,#BoredApeYatch,1.0
6225,jjangbangtans,1,0,1,0.00022593764121102577,0.0,0.0,1.0,807,retweeter,0.0,5,#BoredApeYatch,1.0
6226,jjeaisa,1,0,1,0.00022593764121102577,0.0,0.0,1.0,67,retweeter,0.0,5,#BoredApeYatch,1.0
6227,jnvr_gnrl418,1,0,1,0.00022593764121102577,0.0,0.0,1.0,66,retweeter,0.0,5,#BoredApeYatch,1.0
6228,jjenmiinn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,40,retweeter,0.0,5,#BoredApeYatch,1.0
6229,jjiajji,1,0,1,0.00022593764121102577,0.0,0.0,2.0,669,retweeter,0.0,5,#BoredApeYatch,2.0
6230,jjjgxvxxwxy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,33,retweeter,0.0,5,#BoredApeYatch,1.0
6231,jjksnuna,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
6232,jjkswinner,1,0,1,0.00022593764121102577,0.0,0.0,1.0,212,retweeter,0.0,5,#BoredApeYatch,1.0
6233,jjuniecutee,1,0,1,0.00022593764121102577,0.0,0.0,1.0,141,retweeter,0.0,5,#BoredApeYatch,1.0
6234,jjuniewin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1570,retweeter,0.0,5,#BoredApeYatch,1.0
6235,jjyouniverse,1,0,1,0.00022593764121102577,0.0,0.0,1.0,716,retweeter,0.0,5,#BoredApeYatch,1.0
6236,jk5785,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6237,jlc5521,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6238,jmnlucky,1,0,1,0.00022593764121102577,0.0,0.0,1.0,203,retweeter,0.0,5,#BoredApeYatch,1.0
6239,jmpunyaku,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1053,retweeter,0.0,5,#BoredApeYatch,1.0
6240,jnchlchngbp,1,0,1,0.00022593764121102577,0.0,0.0,1.0,236,retweeter,0.0,5,#BoredApeYatch,1.0
6241,kingxia520,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6242,0008xj,1,0,1,0.00022593764121102577,0.0,0.0,2.0,207,retweeter,0.0,5,#BoredApeYatch,2.0
6243,kirbalicious26,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
6244,makayla__sweet,1,0,1,0.00022593764121102577,0.0,0.0,1.0,6,retweeter,0.0,5,#BoredApeYatch,1.0
6245,m25dnc,1,0,1,0.00022593764121102577,0.0,0.0,1.0,271,retweeter,0.0,5,#BoredApeYatch,1.0
6246,m4csi0,1,0,1,0.00022593764121102577,0.0,0.0,1.0,126,retweeter,0.0,5,#BoredApeYatch,1.0
6247,ma2nette,1,0,1,0.00022593764121102577,0.0,0.0,1.0,51,retweeter,0.0,5,#BoredApeYatch,1.0
6248,maamenagerie,1,0,1,0.00022593764121102577,0.0,0.0,1.0,22,retweeter,0.0,5,#BoredApeYatch,1.0
6249,mack_jone_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,28,retweeter,0.0,5,#BoredApeYatch,1.0
6250,mackthetype,1,0,1,0.00022593764121102577,0.0,0.0,1.0,48,retweeter,0.0,5,#BoredApeYatch,1.0
6251,madu_missufewin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,94,retweeter,0.0,5,#BoredApeYatch,1.0
6252,maewccy,1,0,1,0.00022593764121102577,0.0,0.0,1.0,873,retweeter,0.0,5,#BoredApeYatch,1.0
6253,magictahun2023,1,0,1,0.00022593764121102577,0.0,0.0,2.0,23,retweeter,0.0,5,#BoredApeYatch,2.0
6254,magiichand,1,0,1,0.00022593764121102577,0.0,0.0,1.0,39,retweeter,0.0,5,#BoredApeYatch,1.0
6255,mahade__09x,1,0,1,0.00022593764121102577,0.0,0.0,2.0,28,retweeter,0.0,5,#BoredApeYatch,2.0
6256,mahaemine,1,0,1,0.00022593764121102577,0.0,0.0,1.0,357,retweeter,0.0,5,#BoredApeYatch,1.0
6257,mahamehani,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6258,mahmuRRRi,1,0,1,0.00022593764121102577,0.0,0.0,1.0,87,retweeter,0.0,5,#BoredApeYatch,1.0
6259,makjicityx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,64,retweeter,0.0,5,#BoredApeYatch,1.0
6260,m0neymgnt16,1,0,1,0.00022593764121102577,0.0,0.0,1.0,975,retweeter,0.0,5,#BoredApeYatch,1.0
6261,makjicutie,2,0,2,0.00045187528242205153,0.0,0.0,3.0,975,retweeter,0.0,5,#BoredApeYatch,3.0
6262,malharrathod1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6263,maliksince1973,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6264,malsbigWIN,1,0,1,0.00022593764121102577,0.0,0.0,1.0,139,retweeter,0.0,5,#BoredApeYatch,1.0
6265,mamabear3008,1,0,1,0.00022593764121102577,0.0,0.0,1.0,1,retweeter,0.0,5,#BoredApeYatch,1.0
6266,mamamokyots,1,0,1,0.00022593764121102577,0.0,0.0,2.0,115,retweeter,0.0,5,#BoredApeYatch,2.0
6267,mami_linda1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,16,retweeter,0.0,5,#BoredApeYatch,1.0
6268,mamifrustasi,2,0,2,0.00045187528242205153,0.0,0.0,2.0,961,retweeter,0.0,5,#BoredApeYatch,2.0
6269,mamimarklee,2,0,2,0.00045187528242205153,0.0,0.0,2.0,255,retweeter,0.0,5,#BoredApeYatch,2.0
6270,manifestobigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,194,retweeter,0.0,5,#BoredApeYatch,1.0
6271,manubottan,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6272,marceguiller,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6273,march7birthday,1,0,1,0.00022593764121102577,0.0,0.0,2.0,119,retweeter,0.0,5,#BoredApeYatch,2.0
6274,march_wml,1,0,1,0.00022593764121102577,0.0,0.0,1.0,705,retweeter,0.0,5,#BoredApeYatch,1.0
6275,m0nizzl,1,0,1,0.00022593764121102577,0.0,0.0,1.0,27,retweeter,0.0,5,#BoredApeYatch,1.0
6276,m0nevy,1,0,1,0.00022593764121102577,0.0,0.0,2.0,193,retweeter,0.0,5,#BoredApeYatch,2.0
6277,marckurius,1,0,1,0.00022593764121102577,0.0,0.0,1.0,520,retweeter,0.0,5,#BoredApeYatch,1.0
6278,luiky_martinez,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6279,luckyrosewen,1,0,1,0.00022593764121102577,0.0,0.0,1.0,171,retweeter,0.0,5,#BoredApeYatch,1.0
6280,luckysoon_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,895,retweeter,0.0,5,#BoredApeYatch,1.0
6281,luckystawhat23,1,0,1,0.00022593764121102577,0.0,0.0,1.0,56,retweeter,0.0,5,#BoredApeYatch,1.0
6282,luckyszaw1nx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,21,retweeter,0.0,5,#BoredApeYatch,1.0
6283,luckywinfc,1,0,1,0.00022593764121102577,0.0,0.0,1.0,29,retweeter,0.0,5,#BoredApeYatch,1.0
6284,luckywinnx,1,0,1,0.00022593764121102577,0.0,0.0,1.0,54,retweeter,0.0,5,#BoredApeYatch,1.0
6285,luckywins10_,2,0,2,0.00045187528242205153,0.0,0.0,2.0,511,retweeter,0.0,5,#BoredApeYatch,2.0
6286,luckyygirls_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,61,retweeter,0.0,5,#BoredApeYatch,1.0
6287,luckyyyong,1,0,1,0.00022593764121102577,0.0,0.0,1.0,163,retweeter,0.0,5,#BoredApeYatch,1.0
6288,luckyzpp8,2,0,2,0.00045187528242205153,0.0,0.0,2.0,84,retweeter,0.0,5,#BoredApeYatch,2.0
6289,lucy402009,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6290,lucyanee456,1,0,1,0.00022593764121102577,0.0,0.0,1.0,28,retweeter,0.0,5,#BoredApeYatch,1.0
6291,luffbigwin,2,0,2,0.00045187528242205153,0.0,0.0,2.0,118,retweeter,0.0,5,#BoredApeYatch,2.0
6292,luhan5656,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
6293,luis01corrales,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6294,lynnettenette,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6295,luisesaa22,1,0,1,0.00022593764121102577,0.0,0.0,1.0,185,retweeter,0.0,5,#BoredApeYatch,1.0
6296,luismercia,1,0,1,0.00022593764121102577,0.0,0.0,1.0,15,retweeter,0.0,5,#BoredApeYatch,1.0
6297,luispagesp,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6298,lukew1nss,2,0,2,0.00045187528242205153,0.0,0.0,3.0,115,retweeter,0.0,5,#BoredApeYatch,3.0
6299,lukilucky111,1,0,1,0.00022593764121102577,0.0,0.0,1.0,139,retweeter,0.0,5,#BoredApeYatch,1.0
6300,lunashutangamin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,57,retweeter,0.0,5,#BoredApeYatch,1.0
6301,lune_Nah,1,0,1,0.00022593764121102577,0.0,0.0,1.0,131,retweeter,0.0,5,#BoredApeYatch,1.0
6302,luneta_lu,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2,retweeter,0.0,5,#BoredApeYatch,1.0
6303,lustrousrubyj,1,0,1,0.00022593764121102577,0.0,0.0,1.0,90,retweeter,0.0,5,#BoredApeYatch,1.0
6304,luvckies,1,0,1,0.00022593764121102577,0.0,0.0,1.0,655,retweeter,0.0,5,#BoredApeYatch,1.0
6305,luvsSunooo_,1,0,1,0.00022593764121102577,0.0,0.0,1.0,68,retweeter,0.0,5,#BoredApeYatch,1.0
6306,luwi0208,1,0,1,0.00022593764121102577,0.0,0.0,1.0,134,retweeter,0.0,5,#BoredApeYatch,1.0
6307,lvsmdlng,1,0,1,0.00022593764121102577,0.0,0.0,1.0,239,retweeter,0.0,5,#BoredApeYatch,1.0
6308,lxaxlxl,2,0,2,0.00045187528242205153,0.0,0.0,2.0,2425,retweeter,0.0,5,#BoredApeYatch,2.0
6309,marchbusd,1,0,1,0.00022593764121102577,0.0,0.0,1.0,210,retweeter,0.0,5,#BoredApeYatch,1.0
6310,maret2023win,2,0,2,0.00045187528242205153,0.0,0.0,3.0,77,retweeter,0.0,5,#BoredApeYatch,3.0
6311,luckypeakpick,1,0,1,0.00022593764121102577,0.0,0.0,1.0,150,retweeter,0.0,5,#BoredApeYatch,1.0
6312,meernaimat,1,0,1,0.00022593764121102577,0.0,0.0,1.0,13,retweeter,0.0,5,#BoredApeYatch,1.0
6313,maylumi1,1,0,1,0.00022593764121102577,0.0,0.0,1.0,4,retweeter,0.0,5,#BoredApeYatch,1.0
6314,mayotomat,1,0,1,0.00022593764121102577,0.0,0.0,1.0,124,retweeter,0.0,5,#BoredApeYatch,1.0
6315,maysarahbigwinn,1,0,1,0.00022593764121102577,0.0,0.0,1.0,30,retweeter,0.0,5,#BoredApeYatch,1.0
6316,mayuta3716,1,0,1,0.00022593764121102577,0.0,0.0,1.0,82,retweeter,0.0,5,#BoredApeYatch,1.0
6317,mbaknyafikih,1,0,1,0.00022593764121102577,0.0,0.0,1.0,66,retweeter,0.0,5,#BoredApeYatch,1.0
6318,mchchankwenk,1,0,1,0.00022593764121102577,0.0,0.0,2.0,357,retweeter,0.0,5,#BoredApeYatch,2.0
6319,mdeesea,1,0,1,0.00022593764121102577,0.0,0.0,1.0,74,retweeter,0.0,5,#BoredApeYatch,1.0
6320,mdfoulon,1,0,1,0.00022593764121102577,0.0,0.0,1.0,6,retweeter,0.0,5,#BoredApeYatch,1.0
6321,me_reetika,1,0,1,0.00022593764121102577,0.0,0.0,1.0,5,retweeter,0.0,5,#BoredApeYatch,1.0
6322,meaningnonsense,1,0,1,0.00022593764121102577,0.0,0.0,1.0,2266,retweeter,0.0,5,#BoredApeYatch,1.0
6323,mebigwin2,1,0,1,0.00022593764121102577,0.0,0.0,1.0,54,retweeter,0.0,5,#BoredApeYatch,1.0
6324,mebigwin22,1,0,1,0.00022593764121102577,0.0,0.0,2.0,372,retweeter,0.0,5,#BoredApeYatch,2.0
6325,mebigwins2023,1,0,1,0.00022593764121102577,0.0,0.0,1.0,35,retweeter,0.0,5,#BoredApeYatch,1.0
6326,meepoof20,1,0,1,0.00022593764121102577,0.0,0.0,1.0,87,retweeter,0.0,5,#BoredApeYatch,1.0
6327,meg_ashley666,1,0,1,0.00022593764121102577,0.0,0.0,1.0,0,retweeter,,5,#BoredApeYatch,1.0
6328,maxbigwin,1,0,1,0.00022593764121102577,0.0,0.0,1.0,313,retweeter,0.0,5,#BoredApeYatch,1.0
